                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                  0.629,                 1.1165,                0.97487,                 1.0503,                0.75795,                0.82168,                0.84748,                0.66383,                0.75516,                 0.7937,                0.82706,                0.66868,                0.75845,                 1.1972,                 1.1006,                  1.246,             0.00028684,             0.00028684,             0.00028684
                     21,                0.65239,                 1.1332,                 1.1267,                 1.1181,                0.80291,                0.64241,                0.77181,                 0.5895,                0.79208,                0.63496,                0.75097,                0.59961,                0.79345,                 1.3292,                 1.5985,                 1.3078,             0.00026146,             0.00026146,             0.00026146
                     22,                0.61414,                 1.0916,                 0.9988,                  1.085,                0.76909,                0.78434,                0.82897,                0.62544,                0.74671,                0.75718,                0.79966,                0.64498,                0.79335,                 1.2125,                 1.1282,                 1.2939,             0.00023608,             0.00023608,             0.00023608
                     23,                0.60233,                 1.0115,                0.97237,                 1.0767,                0.76951,                 0.8445,                0.84491,                0.64116,                0.74551,                0.81797,                0.80129,                0.64619,                  0.789,                 1.2847,                 1.0858,                 1.2852,             0.00021071,             0.00021071,             0.00021071
                     24,                0.59359,                 1.0379,                0.90775,                 1.0697,                0.82414,                0.82307,                0.87803,                0.69983,                0.80444,                0.81341,                0.85867,                0.70422,                0.73551,                 1.1742,                 1.0065,                 1.2073,             0.00018533,             0.00018533,             0.00018533
                     25,                 0.5613,                0.91966,                0.86208,                 1.0498,                0.80199,                0.78264,                0.85715,                0.69555,                0.79195,                0.75897,                0.82889,                0.69981,                 0.6863,                 1.1097,                0.96767,                  1.178,             0.00015995,             0.00015995,             0.00015995
                     26,                0.54076,                0.87571,                0.81449,                 1.0304,                0.86274,                0.75513,                0.84966,                0.69209,                0.80136,                0.78495,                 0.8238,                0.69282,                0.66808,                 1.0569,                0.95821,                 1.1684,             0.00013457,             0.00013457,             0.00013457
                     27,                0.52938,                0.87624,                0.78391,                 1.0212,                0.85351,                0.77087,                0.84669,                0.68378,                0.83024,                0.75414,                0.81804,                0.68734,                0.68281,                 1.0699,                0.88982,                 1.1872,              0.0001092,              0.0001092,              0.0001092
                     28,                0.52595,                0.85222,                0.78423,                 1.0272,                0.83966,                0.80376,                0.85541,                0.70749,                0.84274,                0.78181,                0.83496,                0.70363,                0.64984,                 1.0685,                0.91484,                 1.1576,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     29,                0.50312,                0.77638,                0.74368,                 1.0123,                0.85929,                0.79318,                0.86653,                0.71738,                0.83621,                0.77803,                0.84395,                0.71564,                0.63478,                 1.0567,                0.88757,                 1.1489,             5.8444e-05,             5.8444e-05,             5.8444e-05
                     30,                0.49124,                0.79075,                0.73847,                 1.0005,                0.81167,                0.85078,                0.87939,                0.72841,                0.80454,                0.84507,                0.86581,                0.73029,                0.63708,                 1.0459,                0.86999,                 1.1452,             3.3067e-05,             3.3067e-05,             3.3067e-05
