(활)우럭,충무,중,kg,"1,606.8","10,500","4,500","6,000",2012-04-05,,,
(활)우럭,거문도,중,kg,429.6,"9,000","5,300","6,200",2012-04-05,,,
(선)은갈치,제주도,15미,S/P,5,"93,000","93,000","93,000",2012-04-05,,,
(활)전복,완도,11/12미,kg,54.6,"36,000","35,000","35,600",2012-04-05,,,
(활)참숭어,군산,중,kg,599.1,"12,500","1,000","5,000",2012-04-05,,,
(선)참조기,제주도,대,c/s(상자),6,"70,000","70,000","70,000",2012-04-05,,,
(냉건)코다리명태,러시아,파치,CT/(BT),10,"20,000","20,000","20,000",2012-04-05,,,
(선)홍다리얼룩새우,태국,25미,kg,30,"18,000","18,000","18,000",2012-04-05,,,
(선)간재미,보령,6미,S/P,2,"20,000","20,000","20,000",2012-04-05,,,
(냉)간재미,인천,중,c/s(상자),4,"150,000","150,000","150,000",2012-04-05,,,
(냉)낙지,중국,300/400,CT/(BT),10,"55,000","55,000","55,000",2012-04-05,,,
(선)대구,중국,2미,S/P,11,"48,000","40,000","40,700",2012-04-05,,,
(활)멍게,통영,대,box,63,"22,000","22,000","22,000",2012-04-05,,,
(냉)민어,(원양)인도네시아,3S,CT/(BT),30,"30,000","30,000","30,000",2012-04-05,,,
(선)볼락,제주도,중,S/P,6,"60,000","30,000","46,700",2012-04-05,,,
(선)새조개,남해,6봉,box,7,"102,000","78,000","91,700",2012-04-05,,,
(선)아귀,중국,2미,S/P,15,"40,000","40,000","40,000",2012-04-05,,,
(냉)오징어,구룡포,중,S/P,100,"22,000","22,000","22,000",2012-04-05,,,
(선)은갈치,제주도,9미,S/P,1,"100,000","100,000","100,000",2012-04-05,,,
(선)잡어,제주도,대,S/P,1,"78,000","78,000","78,000",2012-04-05,,,
(냉)잡어,삼천포,47미,S/P,1,"5,000","5,000","5,000",2012-04-05,,,
(활)전복,완도,12미,kg,11,"34,000","34,000","34,000",2012-04-05,,,
(선)참가자미,방어진,중,c/s(상자),1,"50,000","50,000","50,000",2012-04-05,,,
(선)키조개,군산,22미,box,1,"88,000","88,000","88,000",2012-04-05,,,
(선)해남,삼천포,14미,S/P,1,"11,000","11,000","11,000",2012-04-05,,,
(냉)홍어,중국,중,box,40,"100,000","100,000","100,000",2012-04-05,,,
(냉)홍어,중국,중,CT/(BT),25,"80,000","80,000","80,000",2012-04-05,,,
(냉)흰다리새우,말레이지아,40미,kg,100,"9,000","9,000","9,000",2012-04-05,,,
(선)간재미,인천,중,kg,690,"8,500","2,300","4,700",2012-04-05,,,
(선)갈치,부산(기장),30미,S/P,127,"20,000","13,000","18,400",2012-04-05,,,
(냉)고등어,부산(기장),22미,CT/(BT),40,"45,000","15,000","22,500",2012-04-05,,,
(선)낙지,중국,10미,box,35,"35,000","35,000","35,000",2012-04-05,,,
(선)대구,중국,3미,S/P,11,"40,000","40,000","40,000",2012-04-05,,,
(활)민물장어,고창,중,kg,290,"20,000","20,000","20,000",2012-04-05,,,
(선)볼락,제주도,15미,S/P,7,"33,000","33,000","33,000",2012-04-05,,,
(선)옥돔,삼천포,15미,S/P,4,"10,000","10,000","10,000",2012-04-05,,,
(선)우럭,제주도,대,S/P,1,"60,000","60,000","60,000",2012-04-05,,,
(활)진주담치,여수,중,box,6,"7,500","7,500","7,500",2012-04-05,,,
(활)쭈꾸미,서산,소,그물망,128,"80,000","20,000","69,100",2012-04-05,,,
(활)참돔,거제도,중,kg,98.9,"11,000","3,000","9,300",2012-04-05,,,
(활)참숭어,서천,중,kg,124.8,"11,500","1,300","3,900",2012-04-05,,,
(활)피꼬막(피조개),군산,대,그물망,5,"90,000","30,000","78,000",2012-04-05,,,
(선)해남,삼천포,10미,S/P,23,"11,000","10,000","10,400",2012-04-05,,,
