                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.76163,                 1.4021,                 1.2958,                 1.1316,                0.67221,                0.63985,                0.69569,                0.50288,                0.66689,                0.61441,                0.66214,                0.46626,                0.98617,                 1.8842,                 1.7284,                 1.4917,             0.00057867,             0.00057867,             0.00057867
                     12,                0.73915,                 1.3371,                 1.2643,                 1.1171,                 0.6887,                0.62692,                0.68972,                0.51291,                0.70314,                0.61159,                0.68261,                 0.5107,                0.89706,                 1.5755,                 1.5688,                 1.3942,             0.00055964,             0.00055964,             0.00055964
                     13,                0.75062,                 1.3465,                  1.202,                 1.1172,                0.60994,                0.64895,                0.68919,                0.49095,                0.60146,                0.62765,                0.65871,                0.50192,                0.92468,                  1.523,                 1.5864,                 1.4313,             0.00054061,             0.00054061,             0.00054061
                     14,                0.72337,                 1.2786,                 1.2026,                 1.1132,                 0.6459,                0.73503,                0.74812,                0.54839,                0.66145,                0.67264,                0.71999,                0.53825,                0.89065,                 1.5772,                 1.3919,                 1.3903,             0.00052157,             0.00052157,             0.00052157
                     15,                0.69595,                 1.2499,                 1.0745,                 1.0772,                0.71095,                0.64977,                0.70497,                0.49486,                0.72188,                0.64753,                0.68982,                 0.4784,                0.95323,                  1.892,                 1.4131,                 1.4396,             0.00050254,             0.00050254,             0.00050254
                     16,                0.69104,                 1.2493,                 1.0711,                 1.0779,                0.66872,                0.69705,                0.72875,                0.53067,                0.61936,                0.64847,                0.64916,                0.48753,                0.91365,                 1.8783,                 1.3426,                 1.3746,             0.00048351,             0.00048351,             0.00048351
                     17,                0.67941,                 1.2123,                 1.0877,                 1.0748,                0.72343,                0.68915,                0.74905,                0.56609,                0.66866,                0.73021,                 0.7215,                0.55517,                0.82976,                 1.5557,                 1.2984,                 1.3018,             0.00046448,             0.00046448,             0.00046448
                     18,                0.69907,                 1.2794,                 1.0533,                 1.0825,                0.72574,                0.71918,                0.76412,                 0.5961,                0.71735,                 0.7084,                 0.7423,                0.58755,                0.77771,                 1.3146,                 1.1834,                 1.2681,             0.00044544,             0.00044544,             0.00044544
                     19,                0.64412,                 1.1206,                0.99251,                 1.0577,                0.75327,                0.74702,                0.79486,                0.59729,                0.73114,                0.72713,                0.75537,                0.58085,                0.85684,                 1.5188,                  1.287,                 1.3547,             0.00042641,             0.00042641,             0.00042641
                     20,                0.66759,                 1.1952,                 1.0037,                  1.068,                0.79587,                0.69968,                 0.7833,                0.57107,                0.80011,                0.67319,                 0.7637,                0.57494,                0.94504,                 1.5745,                 1.4756,                 1.4307,             0.00040738,             0.00040738,             0.00040738
                     21,                0.62322,                  1.088,                0.96213,                  1.036,                0.76668,                0.83085,                0.85881,                0.68492,                0.75703,                0.80102,                0.83916,                0.66657,                0.72925,                 1.3762,                 1.0929,                 1.2295,             0.00038835,             0.00038835,             0.00038835
                     22,                0.64348,                 1.1022,                 0.9356,                 1.0473,                0.74275,                0.70797,                0.80278,                0.62548,                0.78093,                0.65972,                0.78237,                0.62478,                0.77617,                 1.3783,                 1.1582,                 1.2962,             0.00036931,             0.00036931,             0.00036931
                     23,                0.63545,                 1.1042,                0.93193,                 1.0551,                0.76256,                0.75311,                0.78021,                0.59348,                0.76122,                0.75308,                0.78189,                0.60615,                0.79156,                 1.1859,                 1.0897,                 1.2921,             0.00035028,             0.00035028,             0.00035028
                     24,                0.61808,                 1.0494,                0.86312,                 1.0328,                0.74963,                0.78608,                0.80182,                0.62284,                0.74972,                0.74357,                0.77646,                0.61814,                0.76289,                 1.2591,                 1.1746,                 1.2452,             0.00033125,             0.00033125,             0.00033125
                     25,                0.59265,                 1.0209,                0.84874,                 1.0221,                0.71663,                0.80451,                0.82909,                0.64809,                0.70713,                0.79114,                0.80438,                0.65046,                0.75051,                 1.1992,                 1.1722,                 1.2392,             0.00031221,             0.00031221,             0.00031221
                     26,                0.60641,                 1.0605,                0.85261,                 1.0232,                0.80294,                0.80199,                0.84585,                0.66151,                0.80097,                0.79166,                0.82635,                0.66354,                0.77036,                 1.2142,                 1.1263,                 1.2654,             0.00029318,             0.00029318,             0.00029318
                     27,                0.57457,                  1.016,                0.82627,                 1.0117,                0.79085,                0.81951,                0.86665,                0.68507,                0.80201,                0.83302,                0.86803,                0.69054,                0.72959,                 1.2333,                0.95337,                 1.2407,             0.00027415,             0.00027415,             0.00027415
                     28,                0.57364,                0.98756,                0.80788,                 1.0211,                0.77954,                 0.7895,                0.82955,                0.64783,                0.76774,                0.78011,                0.80536,                0.65408,                0.76348,                 1.2122,                 1.0064,                 1.2898,             0.00025512,             0.00025512,             0.00025512
                     29,                0.58307,                0.97632,                 0.8042,                 1.0232,                0.81784,                0.81917,                0.83937,                0.65752,                0.80226,                 0.8036,                0.82224,                 0.6681,                0.72195,                 1.1997,                0.98725,                 1.2355,             0.00023608,             0.00023608,             0.00023608
                     30,                0.54278,                0.91003,                0.76947,                0.99839,                0.78451,                0.78876,                0.83781,                0.66787,                 0.7832,                0.78579,                0.83233,                0.67201,                0.72131,                 1.2084,                0.97191,                 1.2314,             0.00021705,             0.00021705,             0.00021705
                     31,                0.56538,                0.97498,                0.93925,                 1.0613,                0.76953,                0.72006,                0.78938,                0.59128,                0.74908,                0.68101,                0.74906,                0.60796,                0.80113,                 1.2818,                 1.3094,                 1.3135,             0.00019802,             0.00019802,             0.00019802
                     32,                0.56222,                0.89994,                0.78792,                 1.0599,                0.81283,                 0.8248,                0.84215,                0.64795,                0.77935,                0.83431,                0.82009,                0.67547,                0.78887,                 1.2327,                0.98105,                 1.2794,             0.00017898,             0.00017898,             0.00017898
                     33,                0.53975,                 0.8957,                0.74107,                 1.0299,                  0.851,                0.82712,                0.87294,                0.69636,                0.84646,                0.82386,                0.86276,                 0.7039,                0.71011,                 1.0903,                0.90522,                 1.2031,             0.00015995,             0.00015995,             0.00015995
                     34,                0.52639,                0.85097,                0.73904,                 1.0301,                0.84137,                0.85891,                0.89203,                0.71092,                0.87636,                0.80614,                0.86417,                0.71477,                0.70235,                 1.1932,                0.88221,                   1.21,             0.00014092,             0.00014092,             0.00014092
                     35,                0.51421,                 0.8055,                 0.7086,                0.99871,                0.83894,                0.83656,                0.85563,                0.69258,                0.82439,                 0.8202,                0.83262,                0.69273,                0.66556,                 1.1985,                0.85832,                  1.174,             0.00012189,             0.00012189,             0.00012189
                     36,                  0.492,                0.74597,                0.66498,                      1,                0.82253,                0.83093,                0.87223,                0.70056,                0.80863,                0.82265,                0.85629,                0.71281,                0.68112,                 1.1083,                0.85925,                 1.1879,             0.00010285,             0.00010285,             0.00010285
                     37,                0.47402,                0.73541,                0.64282,                0.97929,                0.85588,                0.85221,                0.89734,                0.72746,                0.84461,                0.84191,                0.87992,                0.73582,                 0.6466,                 1.0824,                0.80533,                 1.1689,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     38,                0.47289,                  0.742,                0.63544,                0.98561,                0.88096,                0.84883,                0.88957,                0.72009,                0.86622,                0.83717,                0.86977,                0.73668,                0.65791,                 1.1136,                0.79851,                 1.1778,             6.4788e-05,             6.4788e-05,             6.4788e-05
                     39,                0.47141,                0.71877,                0.61343,                0.97632,                0.87525,                0.85392,                0.89615,                0.73465,                0.85645,                 0.8382,                0.86984,                0.74109,                0.63638,                 1.0961,                0.78641,                 1.1561,             4.5756e-05,             4.5756e-05,             4.5756e-05
                     40,                 0.4489,                 0.7073,                0.60763,                0.97444,                0.85663,                0.86932,                 0.8966,                0.73804,                0.84152,                 0.8507,                0.87082,                0.73987,                0.63045,                 1.0739,                 0.7818,                 1.1495,             2.6723e-05,             2.6723e-05,             2.6723e-05
